0
"[[ 99.    1.9]
 [ 66.    2.7]
 [ 65.    1.4]
 ...
 [ 66.    2. ]
 [133.   20.2]
 [6.6000e+01 9.5000e+00]
 [6.6000e+01 5.4000e+00]
 [9.9000e+01 4.1000e+00]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 4.7000e+00]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 1.1900e+01]
 [6.6000e+01 1.0400e+01]
 [1.3300e+02 8.2000e+00]
 [6.6000e+01 4.5000e+00]
 [6.6000e+01 1.0000e+00]
 [9.9000e+01 3.2000e+00]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 1.1000e+00]
 [6.6000e+01 6.3000e+00]
 [6.6000e+01 3.9000e+00]
 [9.9000e+01 7.7000e+00]
 [6.6000e+01 1.1000e+00]
 [9.9000e+01 7.9000e+00]
 [6.6000e+01 8.1000e+00]
 [9.9000e+01 1.9000e+00]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 1.6300e+01]
 [6.6000e+01 3.5000e+00]
 [6.6000e+01 6.0000e+00]
 [6.8000e+01 1.4800e+01]
 [9.9000e+01 6.4000e+00]
 [6.6000e+01 4.9000e+00]
 [1.3200e+02 1.8000e+01]
 [9.9000e+01 2.1600e+01]
 [1.9900e+02 2.2600e+01]
 [6.6000e+01 8.8000e+00]
 [1.3300e+02 1.7800e+01]
 [6.6000e+01 1.7000e+00]
 [6.6000e+01 6.5000e+00]
 [6.6000e+01 2.8000e+00]
 [1.3200e+02 1.0300e+01]
 [6.7000e+01 1.2000e+00]
 [6.6000e+01 4.4000e+00]
 [7.0000e+01 7.2000e+00]
 [9.9000e+01 2.5100e+01]
 [6.6000e+01 8.7000e+00]
 [6.6000e+01 1.9000e+00]
 [1.3300e+02 1.7900e+01]
 [6.6000e+01 3.8000e+00]
 [6.6000e+01 6.3000e+00]
 [1.3300e+02 2.6100e+01]
 [1.0100e+02 1.3100e+01]
 [9.9000e+01 9.8000e+00]
 [6.6000e+01 1.0000e+01]
 [6.7000e+01 8.2000e+00]
 [6.6000e+01 7.9000e+00]
 [6.6000e+01 1.8300e+01]
 [6.6000e+01 5.2000e+00]
 [6.8000e+01 1.5240e+02]
 [6.6000e+01 1.0790e+02]
 [6.6000e+01 4.4000e+00]
 [6.6000e+01 2.8000e+00]
 [9.9000e+01 2.7000e+00]
 [6.6000e+01 1.3000e+00]
 [9.9000e+01 1.1500e+01]
 [6.6000e+01 3.4000e+00]
 [6.6000e+01 3.2000e+00]
 [6.6000e+01 5.4000e+00]
 [6.6000e+01 8.3000e+00]
 [1.3300e+02 9.8000e+00]
 [6.6000e+01 4.1000e+00]
 [1.3300e+02 1.2800e+01]
 [6.6000e+01 8.7000e+00]
 [6.6000e+01 1.7100e+01]
 [1.3300e+02 1.1100e+01]
 [6.6000e+01 8.6000e+00]
 [6.6000e+01 2.6000e+00]
 [9.9000e+01 1.7200e+01]
 [9.9000e+01 1.8000e+00]
 [6.6000e+01 7.0000e-01]
 [6.7000e+01 1.1700e+01]
 [6.4000e+01 1.0000e+00]
 [6.6000e+01 5.0000e+00]
 [6.6000e+01 6.7000e+00]
 [6.6000e+01 6.6000e+00]
 [1.3300e+02 1.4600e+01]
 [6.6000e+01 1.7500e+01]
 [6.6000e+01 1.1400e+01]
 [6.6000e+01 2.0600e+01]
 [6.6000e+01 7.9000e+00]
 [6.9000e+01 7.7000e+00]
 [6.6000e+01 5.6000e+00]
 [6.6000e+01 5.6000e+00]
 [1.9900e+02 2.4900e+01]
 [6.6000e+01 5.1000e+00]
 [6.6000e+01 4.1000e+00]
 [1.3300e+02 1.3800e+01]
 [6.6000e+01 7.6000e+00]
 [6.6000e+01 5.4000e+00]
 [6.6000e+01 7.5000e+00]
 [6.6000e+01 6.9000e+00]
 [1.9900e+02 1.5900e+01]
 [1.3300e+02 4.8000e+00]
 [6.6000e+01 9.3000e+00]
 [6.6000e+01 1.2600e+01]
 [1.3300e+02 1.5500e+01]
 [6.6000e+01 3.0000e+00]
 [6.6000e+01 2.6600e+01]
 [6.6000e+01 1.0000e+00]
 [1.3200e+02 2.4800e+01]
 [6.6000e+01 1.1300e+01]
 [6.6000e+01 4.7000e+00]
 [6.6000e+01 3.8000e+00]
 [6.6000e+01 4.0000e+00]
 [6.6000e+01 1.3000e+00]
 [6.6000e+01 3.7000e+00]
 [6.5000e+01 7.8000e+00]
 [6.6000e+01 1.4900e+01]
 [6.6000e+01 2.0900e+01]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 1.7100e+01]
 [6.6000e+01 9.5000e+00]
 [6.6000e+01 1.1300e+01]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 1.2000e+01]
 [9.9000e+01 1.9600e+01]
 [1.3300e+02 1.7100e+01]
 [6.6000e+01 1.0400e+01]
 [6.6000e+01 8.7000e+00]
 [6.6000e+01 6.0000e-01]
 [1.3300e+02 9.2000e+00]
 [9.8000e+01 1.4100e+01]
 [6.7000e+01 8.6000e+00]
 [6.6000e+01 2.2000e+00]
 [6.6000e+01 1.2500e+01]
 [6.6000e+01 8.8000e+00]
 [6.6000e+01 6.7000e+00]
 [1.9900e+02 3.2100e+01]
 [6.6000e+01 9.4000e+00]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 3.9000e+00]
 [6.6000e+01 7.0000e-01]
 [6.5000e+01 2.2000e+00]
 [6.6000e+01 1.4200e+01]
 [6.6000e+01 4.6000e+00]]"
"[[6.70000e+01 2.40000e+00]
 [9.90000e+01 1.74000e+01]
 [6.60000e+01 1.19000e+01]
 [1.33000e+02 2.51000e+01]
 [6.50000e+01 8.70000e+00]
 [6.60000e+01 1.11000e+01]
 [9.90000e+01 5.37000e+01]
 [6.60000e+01 5.70000e+00]
 [6.60000e+01 6.10000e+00]
 [1.33000e+02 1.23000e+01]
 [6.60000e+01 4.45400e+02]
 [1.33000e+02 1.34000e+01]
 [1.00000e+02 4.87000e+01]
 [6.60000e+01 1.85000e+01]
 [9.90000e+01 2.70000e+01]
 [6.60000e+01 9.80000e+00]
 [6.60000e+01 1.45000e+01]
 [6.80000e+01 1.72000e+01]
 [6.60000e+01 6.30000e+00]
 [6.60000e+01 1.33000e+01]
 [6.60000e+01 8.90000e+00]
 [6.60000e+01 1.26000e+01]
 [6.60000e+01 5.80000e+00]
 [6.60000e+01 3.20000e+00]
 [6.60000e+01 4.10000e+00]
 [9.90000e+01 1.53000e+01]
 [1.29000e+02 2.27000e+01]
 [1.33000e+02 2.27100e+02]
 [1.32000e+02 1.40000e+01]
 [1.33000e+02 1.65000e+01]
 [6.60000e+01 2.20000e+00]
 [6.60000e+01 5.50000e+00]
 [6.60000e+01 8.90000e+00]
 [6.60000e+01 5.60000e+00]
 [2.66000e+02 3.00000e+01]
 [1.00000e+02 2.70000e+00]
 [1.30000e+02 3.50000e+00]
 [1.33000e+02 1.10000e+01]
 [6.60000e+01 6.90000e+00]
 [6.70000e+01 8.40000e+00]
 [1.33000e+02 1.88000e+01]
 [6.50000e+01 6.20000e+00]
 [7.10000e+01 2.20000e+00]
 [6.60000e+01 1.46000e+01]
 [6.10000e+01 5.00000e+00]
 [6.60000e+01 1.47000e+01]
 [6.60000e+01 5.10000e+00]
 [6.60000e+01 1.05000e+01]
 [6.50000e+01 6.40000e+00]
 [9.90000e+01 4.20000e+00]
 [6.60000e+01 1.00000e+01]
 [6.60000e+01 5.50000e+00]
 [6.60000e+01 9.80000e+00]
 [1.28000e+02 2.19000e+01]
 [6.60000e+01 1.00000e+01]
 [6.60000e+01 1.41000e+01]
 [1.33000e+02 1.38000e+01]
 [6.60000e+01 2.15000e+01]
 [6.60000e+01 1.01000e+01]
 [6.60000e+01 6.20000e+00]
 [1.33000e+02 2.32000e+01]
 [9.80000e+01 2.68000e+01]
 [9.90000e+01 1.83400e+02]
 [6.60000e+01 1.57900e+02]
 [6.60000e+01 1.64800e+02]
 [6.60000e+01 1.73000e+01]
 [9.90000e+01 3.22500e+02]
 [6.60000e+01 2.50000e+00]
 [1.32000e+02 2.19000e+01]
 [6.60000e+01 1.12000e+01]
 [9.90000e+01 1.90000e+00]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 3.50000e+00]
 [6.60000e+01 3.00000e+00]
 [1.31000e+02 3.90000e+00]
 [9.90000e+01 1.72000e+01]
 [6.60000e+01 1.10000e+01]
 [6.60000e+01 1.38000e+01]
 [6.60000e+01 2.03000e+01]
 [6.60000e+01 5.40000e+00]
 [6.60000e+01 9.00000e-01]
 [6.60000e+01 1.54000e+01]
 [9.90000e+01 2.79000e+01]
 [9.90000e+01 1.28000e+01]
 [6.60000e+01 2.25000e+01]
 [1.66000e+02 1.40000e+01]
 [1.33000e+02 8.90000e+00]
 [6.60000e+01 7.60000e+00]
 [6.60000e+01 8.00000e+00]
 [6.60000e+01 9.00000e+00]
 [6.60000e+01 4.10000e+00]
 [6.60000e+01 1.19000e+01]
 [1.66000e+02 2.66000e+01]
 [1.66000e+02 2.91000e+01]
 [6.70000e+01 9.00000e+00]
 [6.50000e+01 6.70000e+00]
 [6.60000e+01 9.30000e+00]
 [6.60000e+01 3.10000e+00]
 [6.60000e+01 5.80000e+00]
 [6.60000e+01 4.40000e+00]
 [1.32000e+02 1.39000e+01]
 [9.90000e+01 2.69000e+01]
 [1.99000e+02 1.77000e+01]
 [6.60000e+01 2.20000e+00]
 [6.60000e+01 4.63000e+01]
 [6.70000e+01 7.90000e+00]
 [6.60000e+01 1.82000e+01]
 [6.60000e+01 4.30000e+00]
 [6.10000e+01 5.30000e+00]
 [6.60000e+01 2.21000e+01]
 [1.99000e+02 1.98000e+01]
 [1.66000e+02 2.26000e+01]
 [6.50000e+01 3.74400e+02]
 [1.32000e+02 1.46000e+01]
 [6.60000e+01 1.09000e+01]
 [9.90000e+01 2.20000e+00]
 [9.90000e+01 1.73000e+01]
 [6.60000e+01 7.60000e+00]
 [6.60000e+01 2.10000e+01]
 [6.60000e+01 4.00000e+00]
 [6.60000e+01 4.40000e+00]
 [9.90000e+01 1.51000e+01]
 [6.60000e+01 2.00000e+00]
 [6.60000e+01 7.20000e+00]
 [5.70000e+01 3.70000e+00]
 [6.60000e+01 1.07000e+01]
 [6.60000e+01 1.17000e+01]
 [1.66000e+02 1.23000e+01]
 [1.32000e+02 1.91000e+01]
 [6.60000e+01 7.70000e+00]
 [6.60000e+01 2.06000e+01]
 [6.60000e+01 5.60000e+00]
 [6.60000e+01 5.50000e+00]
 [6.60000e+01 1.42000e+01]
 [6.60000e+01 1.15000e+01]
 [6.50000e+01 6.90000e+00]
 [6.60000e+01 1.69000e+01]
 [6.60000e+01 4.30000e+00]
 [1.99000e+02 3.74000e+01]
 [6.60000e+01 9.70000e+00]
 [6.60000e+01 1.74000e+01]
 [6.60000e+01 3.66000e+01]
 [2.66000e+02 2.98000e+01]
 [1.33000e+02 1.77000e+01]
 [6.60000e+01 8.40000e+00]
 [6.60000e+01 1.11800e+02]
 [9.90000e+01 2.08800e+02]
 [2.66000e+02 2.84000e+02]
 [1.33000e+02 2.67000e+01]
 [9.90000e+01 4.43000e+01]
 [6.60000e+01 8.80000e+00]
 [6.60000e+01 4.97000e+02]
 [6.60000e+01 3.39000e+01]
 [6.60000e+01 1.86000e+01]
 [6.60000e+01 1.60000e+01]
 [6.60000e+01 6.50000e+00]
 [6.60000e+01 2.40000e+00]
 [6.50000e+01 1.05000e+01]
 [6.60000e+01 8.20000e+00]
 [1.33000e+02 4.08000e+01]
 [6.60000e+01 6.00000e+00]
 [6.60000e+01 3.80000e+00]
 [6.60000e+01 6.50000e+00]
 [6.60000e+01 9.30000e+00]
 [6.60000e+01 9.70000e+00]
 [6.60000e+01 1.09000e+01]
 [6.60000e+01 6.50000e+00]
 [6.60000e+01 1.49000e+01]
 [6.60000e+01 6.80000e+00]
 [1.33000e+02 9.10000e+00]
 [1.33000e+02 2.19000e+01]
 [9.90000e+01 5.20000e+00]
 [6.60000e+01 1.30000e+00]
 [6.50000e+01 2.90000e+00]
 [6.50000e+01 7.60000e+00]
 [6.60000e+01 1.60000e+00]
 [1.99000e+02 2.04000e+01]
 [1.32000e+02 1.60000e+01]
 [6.60000e+01 1.46000e+01]
 [6.90000e+01 5.40000e+00]
 [6.40000e+01 5.59800e+02]
 [6.60000e+01 5.50000e+00]
 [6.60000e+01 2.60000e+00]
 [6.60000e+01 1.93000e+01]
 [6.50000e+01 1.23000e+01]
 [6.60000e+01 7.30000e+00]
 [9.90000e+01 2.09000e+01]
 [6.60000e+01 2.39000e+01]
 [1.33000e+02 1.03000e+01]
 [6.60000e+01 2.40000e+00]
 [6.60000e+01 4.50000e+00]
 [1.33000e+02 9.90000e+00]
 [6.60000e+01 4.60000e+00]
 [6.60000e+01 1.90000e+00]
 [6.60000e+01 7.20000e+00]
 [6.60000e+01 1.58000e+01]
 [6.60000e+01 6.60000e+00]
 [6.60000e+01 6.00000e+00]
 [1.33000e+02 1.46000e+01]
 [6.60000e+01 5.50000e+00]
 [6.60000e+01 4.60000e+00]
 [1.34000e+02 1.35000e+01]
 [1.00000e+02 1.10600e+02]
 [6.60000e+01 1.57000e+01]
 [6.60000e+01 6.10000e+00]
 [6.60000e+01 2.86000e+01]
 [6.60000e+01 3.60000e+00]
 [6.60000e+01 1.50000e+00]
 [6.70000e+01 8.50000e+00]
 [6.60000e+01 1.50000e+01]
 [9.90000e+01 4.60000e+00]
 [6.60000e+01 2.80000e+00]
 [6.60000e+01 3.50000e+00]
 [6.60000e+01 3.30000e+00]
 [6.60000e+01 1.79000e+01]
 [1.33000e+02 9.80000e+00]
 [6.60000e+01 1.76000e+01]
 [9.90000e+01 2.06000e+01]
 [6.60000e+01 6.80000e+00]
 [6.60000e+01 5.90000e+00]
 [6.60000e+01 1.06800e+02]
 [6.60000e+01 7.80000e+00]
 [6.60000e+01 7.40000e+00]
 [6.60000e+01 5.20000e+00]
 [9.90000e+01 1.86000e+01]
 [6.60000e+01 2.90000e+00]
 [1.33000e+02 1.36000e+01]
 [6.60000e+01 1.70000e+00]
 [6.60000e+01 1.18000e+01]
 [6.60000e+01 8.30000e+00]
 [6.60000e+01 6.30000e+00]
 [6.60000e+01 1.11000e+01]
 [6.60000e+01 5.00000e-01]
 [9.90000e+01 3.08000e+01]
 [6.60000e+01 1.83000e+01]
 [1.33000e+02 1.40000e+01]
 [9.90000e+01 1.25000e+01]
 [1.66000e+02 2.66000e+01]
 [6.60000e+01 1.10000e+01]
 [1.33000e+02 3.04000e+01]
 [6.60000e+01 4.00000e-01]
 [6.60000e+01 6.60000e+00]
 [6.60000e+01 1.70000e+00]
 [6.70000e+01 8.00000e-01]
 [6.60000e+01 1.67000e+01]
 [6.60000e+01 4.30000e+00]
 [6.60000e+01 9.30000e+00]
 [6.60000e+01 9.10000e+00]
 [6.60000e+01 1.80000e+00]
 [6.60000e+01 1.40000e+00]
 [1.33000e+02 1.82000e+01]
 [6.60000e+01 1.90000e+00]
 [6.60000e+01 2.40000e+00]
 [9.90000e+01 7.30000e+00]
 [6.60000e+01 1.50000e+00]
 [6.60000e+01 7.20000e+00]
 [6.60000e+01 5.60000e+00]
 [6.60000e+01 7.10000e+00]
 [1.66000e+02 1.76000e+01]
 [6.60000e+01 2.30000e+01]
 [9.90000e+01 5.00000e+00]
 [6.60000e+01 3.10000e+00]
 [1.66000e+02 1.71000e+01]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 3.10000e+00]
 [6.60000e+01 8.00000e+00]
 [6.60000e+01 7.20000e+00]
 [6.20000e+01 1.00000e+01]
 [6.60000e+01 1.38000e+01]
 [6.60000e+01 5.80000e+00]
 [6.60000e+01 2.01000e+01]
 [9.90000e+01 1.36000e+01]
 [6.60000e+01 5.50000e+00]
 [6.60000e+01 4.90000e+00]
 [6.60000e+01 6.00000e+00]
 [6.60000e+01 7.40000e+00]
 [6.60000e+01 9.20000e+00]
 [6.70000e+01 4.50000e+00]
 [6.60000e+01 8.40000e+00]
 [1.33000e+02 6.82000e+01]
 [6.60000e+01 6.50000e+00]
 [6.60000e+01 2.85000e+01]
 [6.60000e+01 4.88000e+02]
 [6.60000e+01 5.51300e+02]
 [9.90000e+01 3.24000e+01]
 [6.60000e+01 6.40000e+00]
 [6.60000e+01 6.80000e+00]
 [6.60000e+01 6.70000e+00]
 [6.60000e+01 3.00000e+00]
 [6.60000e+01 3.30000e+00]
 [9.90000e+01 1.29000e+01]
 [6.60000e+01 3.00000e+00]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 1.13000e+01]
 [2.66000e+02 6.11000e+01]
 [1.33000e+02 6.30000e+00]
 [6.60000e+01 7.50000e+00]
 [6.60000e+01 2.80000e+00]
 [6.60000e+01 5.30000e+00]
 [6.60000e+01 2.70000e+00]
 [6.60000e+01 2.40000e+00]
 [6.60000e+01 1.00000e+00]
 [6.60000e+01 3.10000e+00]
 [6.60000e+01 4.70000e+00]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 2.30000e+00]
 [6.60000e+01 2.80000e+00]
 [9.90000e+01 1.54000e+01]
 [6.60000e+01 1.29000e+01]
 [6.60000e+01 1.70000e+00]
 [6.60000e+01 5.60000e+00]
 [6.70000e+01 1.30000e+00]
 [9.90000e+01 1.07900e+02]
 [6.60000e+01 5.90000e+00]
 [1.66000e+02 4.73000e+01]
 [6.60000e+01 2.20000e+00]
 [6.60000e+01 3.50000e+00]
 [6.70000e+01 3.10000e+00]
 [6.60000e+01 5.00000e+00]
 [6.60000e+01 2.10000e+00]
 [6.60000e+01 4.60000e+00]
 [6.60000e+01 2.30000e+00]
 [6.60000e+01 3.40000e+00]
 [1.32000e+02 6.30000e+00]
 [6.60000e+01 8.30000e+00]
 [1.04000e+02 8.20000e+00]
 [1.00000e+02 1.34000e+01]
 [6.60000e+01 4.30000e+00]
 [1.66000e+02 1.68900e+02]
 [9.90000e+01 4.50000e+00]
 [6.60000e+01 4.00000e+00]
 [6.60000e+01 5.00000e-01]
 [6.60000e+01 1.22000e+01]
 [1.33000e+02 1.62000e+01]
 [2.66000e+02 3.12000e+01]
 [1.32000e+02 3.56000e+01]
 [6.70000e+01 7.20000e+00]
 [6.60000e+01 6.30000e+00]
 [6.60000e+01 1.08000e+01]
 [6.60000e+01 1.50000e+00]
 [9.90000e+01 4.41000e+01]
 [6.60000e+01 2.20000e+00]
 [6.60000e+01 6.00000e+00]
 [6.60000e+01 9.00000e-01]
 [6.60000e+01 2.90000e+00]
 [6.60000e+01 8.50000e+00]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 1.53000e+01]
 [6.60000e+01 1.57000e+01]
 [9.90000e+01 6.90000e+00]
 [6.50000e+01 5.90000e+00]
 [6.60000e+01 1.80000e+00]
 [1.00000e+02 5.20000e+00]
 [6.60000e+01 6.40000e+00]
 [1.33000e+02 1.87000e+01]
 [6.60000e+01 1.03000e+01]
 [6.60000e+01 1.60000e+00]
 [6.60000e+01 8.30000e+00]
 [6.60000e+01 3.80000e+00]
 [1.32000e+02 5.60000e+00]
 [6.60000e+01 9.90000e+00]
 [6.60000e+01 3.30000e+00]
 [6.70000e+01 7.80000e+00]
 [6.60000e+01 3.90000e+00]
 [6.60000e+01 5.60000e+00]
 [9.90000e+01 1.15000e+01]
 [6.60000e+01 6.50000e+00]
 [6.60000e+01 1.68000e+01]
 [6.60000e+01 4.00000e+00]
 [1.99000e+02 2.55000e+01]
 [9.90000e+01 2.24000e+01]
 [1.66000e+02 3.05000e+01]
 [1.66000e+02 4.66000e+01]
 [6.60000e+01 2.00000e+00]
 [6.60000e+01 5.40000e+00]
 [6.60000e+01 8.50000e+00]
 [1.99000e+02 3.06000e+01]
 [6.70000e+01 3.60000e+00]
 [6.60000e+01 2.10000e+00]
 [6.60000e+01 4.40000e+00]
 [9.90000e+01 1.20000e+00]
 [6.60000e+01 5.00000e-01]
 [6.60000e+01 8.90000e+00]
 [6.60000e+01 2.20000e+00]
 [1.66000e+02 1.05000e+01]
 [9.90000e+01 4.90000e+00]
 [6.60000e+01 1.20000e+00]
 [9.90000e+01 5.60000e+00]
 [9.90000e+01 2.90000e+00]
 [6.60000e+01 4.80000e+00]
 [6.60000e+01 6.00000e-01]
 [1.99000e+02 3.20000e+01]
 [9.90000e+01 1.70000e+00]
 [6.60000e+01 2.40000e+00]
 [6.60000e+01 6.00000e+00]
 [1.31000e+02 3.90000e+00]
 [9.90000e+01 2.80000e+00]
 [6.60000e+01 7.00000e-01]
 [6.60000e+01 6.80000e+00]
 [1.33000e+02 9.90000e+00]
 [1.33000e+02 1.55000e+01]
 [6.80000e+01 8.60000e+00]
 [6.60000e+01 1.44000e+01]
 [6.60000e+01 1.18000e+01]
 [6.60000e+01 1.99000e+01]
 [6.60000e+01 1.10000e+01]
 [6.20000e+01 1.31000e+01]
 [6.60000e+01 2.95000e+01]
 [9.90000e+01 7.91400e+02]
 [6.60000e+01 4.25900e+02]
 [6.60000e+01 2.32000e+01]
 [6.60000e+01 9.50000e+00]
 [1.33000e+02 1.39000e+01]
 [6.60000e+01 1.18000e+01]
 [6.60000e+01 5.80000e+00]
 [6.60000e+01 6.90000e+00]
 [1.99000e+02 2.62000e+01]
 [6.60000e+01 1.55000e+01]
 [6.60000e+01 9.60000e+00]
 [1.33000e+02 1.99000e+01]
 [1.32000e+02 1.89000e+01]
 [6.60000e+01 5.70000e+00]
 [1.99000e+02 3.89000e+01]
 [1.33000e+02 2.59000e+01]
 [6.60000e+01 1.17000e+01]
 [1.32000e+02 1.29000e+01]
 [6.60000e+01 6.30000e+00]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 1.37127e+04]
 [6.60000e+01 1.14000e+01]
 [6.60000e+01 2.79000e+01]
 [6.60000e+01 2.70000e+00]
 [1.32000e+02 1.32000e+01]
 [1.99000e+02 4.96000e+01]
 [6.50000e+01 1.33000e+01]
 [6.60000e+01 9.00000e-01]
 [6.50000e+01 1.30000e+00]
 [9.90000e+01 2.86000e+01]
 [6.60000e+01 4.20000e+00]
 [6.60000e+01 3.20000e+00]
 [6.60000e+01 2.27000e+01]
 [6.60000e+01 9.50000e+00]
 [6.50000e+01 1.93000e+01]
 [6.60000e+01 1.70000e+01]
 [1.01000e+02 2.70000e+00]
 [1.33000e+02 3.09000e+01]
 [9.90000e+01 1.42000e+01]
 [1.66000e+02 2.07000e+01]
 [6.20000e+01 2.50000e+01]
 [1.33000e+02 9.70000e+00]
 [6.60000e+01 3.20000e+00]
 [6.60000e+01 2.00000e+00]
 [9.90000e+01 2.50000e+00]
 [1.33000e+02 1.01000e+01]
 [1.33000e+02 1.05000e+01]
 [6.60000e+01 3.20000e+00]
 [6.60000e+01 8.00000e+00]
 [6.60000e+01 7.60000e+00]
 [9.90000e+01 5.80000e+00]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 1.59000e+01]
 [9.90000e+01 2.69000e+01]
 [6.60000e+01 2.74000e+01]
 [1.99000e+02 5.32000e+01]
 [6.60000e+01 2.10000e+00]
 [9.90000e+01 3.00000e+00]
 [6.60000e+01 1.86000e+01]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 1.00000e+00]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 9.00000e-01]
 [1.33000e+02 2.46400e+02]
 [6.60000e+01 3.90000e+00]
 [6.60000e+01 3.20000e+00]
 [6.60000e+01 1.16000e+01]
 [6.50000e+01 9.80000e+00]
 [1.33000e+02 2.68000e+01]
 [6.60000e+01 1.64000e+01]
 [6.60000e+01 1.62000e+01]
 [6.60000e+01 8.70000e+00]
 [6.60000e+01 9.00000e+00]
 [6.60000e+01 1.30000e+00]
 [1.33000e+02 2.33000e+01]
 [6.60000e+01 8.70000e+00]
 [6.60000e+01 1.20000e+01]
 [1.33000e+02 9.58000e+01]
 [1.64000e+02 2.49000e+01]
 [6.60000e+01 2.40000e+00]
 [1.00000e+02 1.56000e+01]
 [6.60000e+01 2.60000e+00]
 [6.60000e+01 1.22000e+01]
 [6.60000e+01 1.51000e+01]
 [6.70000e+01 9.30000e+00]
 [6.60000e+01 1.42000e+01]
 [9.90000e+01 1.79000e+01]
 [6.70000e+01 2.90000e+00]
 [6.60000e+01 6.20000e+00]
 [6.60000e+01 1.60000e+00]]"
"[[6.60000e+01 2.34000e+01]
 [6.60000e+01 2.00000e+00]
 [6.60000e+01 5.00000e-01]
 [9.90000e+01 2.41000e+01]
 [6.60000e+01 1.10000e+00]
 [9.80000e+01 2.16000e+01]
 [6.60000e+01 3.70000e+00]
 [6.60000e+01 1.22000e+01]
 [6.60000e+01 2.90000e+00]
 [1.33000e+02 2.29000e+01]
 [9.90000e+01 2.10000e+00]
 [6.60000e+01 3.80000e+00]
 [9.90000e+01 7.30000e+00]
 [6.60000e+01 5.50000e+00]
 [6.60000e+01 1.80000e+00]
 [6.60000e+01 1.40000e+00]
 [9.90000e+01 1.79000e+01]
 [6.60000e+01 1.50000e+00]
 [6.60000e+01 2.60000e+00]
 [9.90000e+01 1.42000e+01]
 [6.40000e+01 5.60000e+00]
 [6.60000e+01 2.48700e+02]
 [6.60000e+01 1.97000e+03]
 [6.60000e+01 1.19800e+02]
 [1.33000e+02 5.07400e+02]
 [6.60000e+01 4.44800e+02]
 [1.33000e+02 1.33000e+01]
 [6.60000e+01 8.90000e+00]
 [6.60000e+01 8.00000e-01]
 [6.60000e+01 2.20000e+00]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 1.50000e+00]
 [6.60000e+01 6.20000e+00]
 [6.60000e+01 1.10000e+01]
 [6.60000e+01 1.14000e+01]
 [1.32000e+02 1.00000e+01]
 [6.60000e+01 3.40000e+00]
 [6.60000e+01 9.50000e+00]
 [1.33000e+02 2.33000e+01]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 1.01000e+01]
 [1.33000e+02 1.57000e+01]
 [6.60000e+01 8.30000e+00]
 [6.60000e+01 6.40000e+00]
 [6.60000e+01 3.30000e+00]
 [3.32000e+02 7.13000e+01]
 [6.70000e+01 4.20000e+00]
 [6.70000e+01 1.65000e+01]
 [6.60000e+01 6.00000e-01]
 [6.60000e+01 1.13100e+02]
 [6.60000e+01 5.20000e+00]
 [6.60000e+01 4.80000e+00]
 [6.50000e+01 7.00000e-01]
 [9.90000e+01 1.21000e+01]
 [9.90000e+01 1.37000e+01]
 [9.90000e+01 2.08200e+02]
 [6.60000e+01 3.80000e+00]
 [6.60000e+01 1.25000e+01]
 [1.33000e+02 9.30000e+00]
 [1.66000e+02 1.09100e+02]
 [6.60000e+01 4.60000e+00]
 [1.66000e+02 2.76600e+02]
 [1.33000e+02 1.03000e+01]
 [6.60000e+01 7.00000e-01]
 [1.99000e+02 3.30000e+01]
 [9.90000e+01 6.00000e-01]
 [6.60000e+01 1.71000e+01]
 [6.60000e+01 2.70000e+00]
 [6.60000e+01 9.30000e+00]
 [6.60000e+01 1.19000e+01]
 [9.90000e+01 1.77000e+01]
 [9.90000e+01 1.07000e+01]
 [6.50000e+01 1.70000e+00]
 [6.60000e+01 1.70000e+00]
 [9.90000e+01 2.10000e+00]
 [9.90000e+01 1.54000e+01]
 [6.60000e+01 6.00000e-01]
 [6.60000e+01 7.70000e+00]
 [6.60000e+01 1.10000e+00]
 [6.70000e+01 7.00000e-01]
 [1.33000e+02 2.09000e+01]
 [9.90000e+01 1.28000e+01]
 [6.60000e+01 2.30000e+00]
 [9.90000e+01 1.34000e+01]
 [6.60000e+01 2.15000e+01]
 [6.60000e+01 3.80000e+00]
 [6.60000e+01 8.00000e-01]
 [1.34000e+02 1.31000e+01]
 [6.60000e+01 1.11000e+01]
 [6.60000e+01 8.70000e+00]
 [9.90000e+01 2.26000e+01]
 [6.60000e+01 1.03000e+01]
