0
"[[ 831]
 [133]
 [232]
 [299]
 [332]
 [ 99]
 [ 99]
 [ 66]
 [ 66]
 [166]]"
"[[ 199]
 [ 199]
 [ 432]
 [  65]
 [  99]
 [ 133]
 [  66]
 [ 232]
 [  99]
 [ 632]
 [ 232]
 [  99]
 [ 199]
 [  99]
 [ 299]
 [ 232]
 [  66]
 [ 133]
 [ 299]
 [ 265]
 [ 199]
 [  99]
 [  66]
 [ 465]
 [  66]
 [ 348]
 [ 199]
 [ 565]
 [ 133]
 [  66]
 [  99]
 [ 239]
 [ 199]
 [ 232]
 [ 166]
 [  66]
 [ 301]
 [ 232]
 [ 299]
 [  99]
 [  66]
 [ 166]
 [ 399]
 [ 233]
 [ 132]
 [  66]
 [  66]
 [ 166]
 [  66]
 [ 169]
 [ 112]
 [  99]
 [ 170]
 [ 166]
 [ 166]
 [ 199]
 [ 266]
 [ 166]
 [ 465]
 [ 598]
 [  66]
 [  98]
 [ 232]
 [ 332]
 [ 233]
 [ 399]
 [ 169]
 [ 566]
 [  99]
 [ 133]
 [  99]
 [  66]
 [ 266]
 [ 199]
 [ 166]
 [ 134]
 [ 199]
 [ 364]
 [ 232]
 [ 965]
 [ 232]
 [ 133]
 [ 432]
 [ 132]
 [ 266]
 [ 166]
 [  69]
 [ 199]
 [ 166]
 [  99]
 [ 332]
 [ 100]
 [ 432]
 [ 133]
 [  99]
 [ 166]
 [ 299]
 [ 133]
 [ 332]
 [  99]
 [ 299]
 [  99]
 [ 133]
 [ 232]
 [ 299]
 [ 399]
 [ 266]
 [ 299]
 [  99]
 [ 166]
 [ 266]
 [ 199]
 [ 132]
 [  66]
 [ 100]
 [  66]
 [ 100]
 [  99]
 [ 132]
 [ 133]
 [ 266]
 [ 149]
 [ 133]
 [ 100]
 [ 132]
 [ 299]
 [ 266]
 [  66]
 [  99]
 [ 133]
 [  68]
 [  66]
 [ 399]
 [ 199]
 [ 399]
 [  78]
 [ 299]
 [ 266]
 [ 133]
 [ 166]
 [ 365]
 [ 465]
 [ 133]
 [  99]
 [ 166]
 [ 232]
 [ 233]
 [  99]
 [ 232]
 [ 133]
 [ 232]
 [ 232]
 [ 133]
 [  99]
 [  99]
 [ 132]
 [ 698]
 [ 332]
 [ 366]
 [ 266]
 [ 266]
 [ 432]
 [ 199]
 [ 166]
 [ 166]
 [  99]
 [ 166]
 [ 497]
 [ 199]
 [1197]
 [ 199]
 [ 133]
 [  99]
 [ 133]
 [ 232]
 [ 133]
 [ 233]
 [ 166]
 [ 332]
 [  99]
 [ 332]
 [  66]
 [  65]
 [  66]
 [  99]
 [ 199]
 [ 432]
 [ 133]
 [  99]
 [  99]
 [ 134]
 [  66]
 [ 266]
 [  99]
 [  66]
 [ 133]
 [ 198]
 [ 133]
 [ 100]
 [ 166]
 [ 232]
 [ 665]
 [  99]
 [ 299]
 [ 132]
 [ 266]
 [ 132]
 [ 299]
 [ 166]
 [ 133]
 [ 332]
 [ 166]
 [ 232]
 [ 199]
 [  99]
 [  99]
 [ 199]
 [ 499]
 [  66]
 [ 132]
 [ 431]
 [ 332]
 [  99]
 [  66]
 [ 199]
 [  66]
 [  99]
 [  66]
 [ 199]
 [ 232]
 [  66]
 [ 199]
 [  99]
 [ 266]
 [ 133]
 [ 133]
 [  99]
 [ 166]
 [ 199]
 [ 133]
 [  99]
 [ 432]
 [ 232]
 [ 133]
 [  66]
 [ 233]
 [ 232]
 [ 499]
 [  99]
 [ 100]
 [  99]
 [ 532]
 [ 199]
 [ 166]
 [ 736]
 [ 831]
 [  66]
 [ 133]
 [  67]
 [ 632]
 [  99]
 [ 499]
 [  99]
 [ 100]
 [ 132]
 [ 399]
 [ 365]
 [  99]
 [ 295]
 [ 332]
 [ 366]
 [ 166]
 [ 166]
 [ 166]
 [  66]
 [ 366]
 [ 199]
 [ 465]
 [ 261]
 [  66]
 [ 432]
 [ 232]
 [ 133]
 [  99]
 [ 166]
 [ 965]
 [  66]
 [  66]
 [  66]
 [  66]
 [  66]
 [ 133]
 [ 133]
 [  66]
 [  99]
 [ 202]
 [ 332]
 [ 399]
 [ 166]
 [ 199]
 [ 166]
 [ 133]
 [ 174]
 [ 133]
 [  66]
 [ 133]
 [ 365]
 [  66]
 [ 131]
 [  99]
 [ 133]
 [  99]
 [ 199]
 [  66]
 [ 133]
 [ 132]
 [  99]
 [ 299]
 [  66]
 [ 165]
 [  99]
 [ 199]
 [  66]
 [  98]
 [  66]
 [ 233]
 [  66]
 [ 133]
 [ 233]
 [ 165]
 [ 199]
 [ 166]
 [  66]
 [ 199]
 [  99]
 [ 168]
 [  99]
 [ 532]
 [  99]
 [ 266]
 [ 166]
 [  99]
 [ 133]
 [ 199]
 [ 465]
 [ 232]
 [ 266]
 [  99]
 [ 365]
 [ 133]
 [  99]
 [ 100]
 [ 399]
 [ 299]
 [  99]
 [ 199]
 [ 133]
 [ 332]
 [  99]
 [ 133]
 [ 366]
 [ 333]
 [ 132]
 [  99]
 [  65]
 [ 166]
 [  66]
 [ 331]
 [ 266]
 [ 366]
 [  66]
 [  69]
 [  99]
 [  99]
 [ 166]
 [ 299]
 [ 166]
 [  99]
 [  99]
 [ 399]
 [ 332]
 [  66]
 [ 166]
 [ 266]]"
"[[ 200]
 [ 133]
 [ 232]
 [ 132]
 [1098]
 [ 199]
 [ 199]
 [  66]
 [ 166]
 [  99]
 [ 332]
 [ 199]
 [ 134]
 [ 166]
 [ 133]
 [ 565]
 [ 332]
 [ 632]
 [ 266]
 [ 266]
 [ 399]
 [  66]
 [1064]
 [  66]
 [ 266]
 [ 432]
 [ 532]
 [ 332]
 [ 632]
 [ 232]
 [ 399]
 [ 166]
 [ 332]
 [ 166]
 [  66]
 [ 133]
 [ 199]
 [ 232]
 [1497]
 [ 163]
 [ 166]
 [ 232]
 [ 432]
 [ 133]
 [  99]
 [ 399]
 [  66]
 [ 598]
 [ 166]
 [ 200]
 [ 332]
 [ 565]
 [ 266]
 [ 133]
 [ 166]
 [ 298]
 [ 166]
 [ 299]
 [  99]
 [ 166]
 [  99]
 [ 132]
 [ 232]
 [  99]
 [ 133]
 [ 299]
 [ 133]
 [ 199]
 [ 366]
 [ 199]
 [ 133]
 [ 332]
 [ 499]
 [ 732]
 [  65]
 [  99]
 [  99]
 [ 732]
 [1064]
 [1098]
 [ 499]
 [ 432]
 [ 232]
 [ 133]
 [ 332]
 [ 666]
 [ 134]
 [ 465]
 [ 366]
 [ 399]
 [ 133]
 [ 333]
 [ 366]
 [ 136]
 [ 166]
 [ 266]
 [ 200]
 [  99]
 [ 133]
 [ 199]
 [ 199]
 [ 565]
 [ 199]
 [ 499]
 [ 798]
 [ 233]
 [ 299]
 [ 565]
 [ 165]
 [ 232]
 [ 332]
 [ 632]
 [ 598]
 [ 133]
 [ 332]
 [ 133]
 [ 266]
 [ 199]
 [ 266]
 [ 365]
 [ 235]
 [ 332]
 [ 532]
 [ 133]
 [ 266]
 [ 266]
 [ 332]
 [  66]
 [ 399]
 [ 266]
 [ 396]
 [ 499]
 [ 964]
 [ 299]
 [ 166]
 [ 332]
 [ 166]
 [ 234]
 [  99]
 [ 232]
 [ 366]
 [  99]
 [ 466]
 [ 332]
 [ 166]
 [ 632]
 [1131]
 [ 299]
 [ 266]
 [ 266]
 [ 598]
 [ 232]
 [ 831]
 [  99]
 [ 960]
 [  66]
 [ 199]
 [ 565]
 [ 665]
 [  99]
 [  99]
 [ 432]
 [ 332]
 [ 166]
 [ 199]
 [ 166]
 [ 133]
 [ 732]
 [  66]
 [ 166]
 [ 199]
 [ 199]
 [ 266]
 [ 299]
 [ 199]
 [ 166]
 [ 499]
 [ 233]
 [ 133]
 [ 299]
 [ 232]
 [  66]
 [ 233]
 [ 132]
 [ 166]
 [  66]
 [ 133]
 [ 233]
 [ 166]
 [ 232]
 [ 199]
 [ 199]
 [ 166]
 [ 199]
 [ 199]
 [ 132]
 [ 133]
 [ 199]
 [ 332]
 [ 299]
 [  99]
 [ 166]
 [ 266]
 [ 399]
 [  99]
 [ 232]
 [  99]
 [ 233]
 [ 398]
 [ 732]
 [ 166]
 [ 931]]"
"[[ 765]
 [ 199]
 [ 133]
 [ 266]
 [  66]
 [ 199]
 [ 432]
 [ 432]
 [ 565]
 [  99]
 [ 233]
 [ 665]
 [ 297]
 [  66]
 [  99]
 [ 199]
 [ 366]
 [ 399]
 [ 432]
 [ 199]
 [ 532]
 [  99]
 [ 299]
 [ 132]
 [ 166]
 [ 698]
 [ 332]
 [ 232]
 [  99]
 [ 365]
 [ 299]
 [ 266]
 [  98]
 [ 266]
 [ 133]
 [  66]
 [ 166]
 [ 166]
 [ 166]
 [ 299]
 [ 100]
 [  99]
 [  88]
 [ 533]
 [ 199]
 [ 299]
 [ 364]
 [  66]
 [ 166]
 [ 166]
 [ 166]
 [ 146]
 [  66]
 [ 232]
 [  66]
 [ 199]
 [  66]
 [  99]
 [ 266]
 [  99]
 [ 166]
 [  99]
 [  99]
 [ 199]
 [  99]
 [ 166]
 [  99]
 [ 699]
 [ 233]
 [ 299]
 [ 199]
 [ 234]
 [ 199]
 [ 732]
 [ 159]
 [ 166]
 [ 133]
 [ 133]
 [ 265]
 [ 132]
 [  66]
 [ 232]
 [  99]
 [  66]
 [  66]
 [ 162]
 [ 166]
 [ 197]
 [ 199]
 [ 133]
 [  99]
 [  96]
 [ 199]
 [  99]
 [ 166]
 [ 232]
 [ 166]
 [  99]
 [  66]
 [ 132]
 [ 232]
 [ 233]
 [ 366]
 [ 199]
 [  99]
 [  99]
 [ 266]
 [ 233]
 [  66]
 [ 199]
 [ 665]
 [ 199]
 [ 532]
 [  99]
 [  66]
 [ 133]
 [ 299]
 [ 432]
 [ 232]
 [  66]
 [  99]
 [ 133]
 [ 232]
 [ 166]
 [ 199]
 [ 133]
 [ 299]
 [  99]
 [ 266]
 [ 199]
 [ 532]
 [ 199]
 [ 199]
 [  66]
 [ 166]
 [ 132]
 [ 133]
 [ 199]
 [ 299]
 [ 166]
 [ 199]
 [ 332]
 [ 166]
 [ 199]
 [ 265]
 [ 232]
 [ 166]
 [ 299]
 [  66]
 [ 133]
 [ 232]
 [  99]
 [ 366]
 [ 200]
 [ 365]
 [ 266]
 [ 133]
 [ 232]
 [ 132]
 [ 199]
 [  66]
 [ 366]
 [ 332]
 [ 198]
 [ 365]
 [ 292]
 [1096]
 [ 202]
 [  99]
 [ 100]
 [ 798]
 [ 166]
 [ 399]
 [1098]
 [ 166]
 [ 366]
 [ 332]
 [ 964]
 [ 199]
 [  99]
 [1097]
 [ 166]
 [ 365]
 [  66]
 [ 166]
 [ 432]
 [  66]
 [ 332]
 [ 133]
 [  66]
 [ 299]
 [  99]
 [ 299]
 [  99]
 [ 199]
 [ 232]
 [ 199]
 [ 831]
 [ 332]
 [  99]
 [ 499]
 [ 366]
 [  99]
 [ 399]
 [ 199]
 [ 399]
 [ 399]
 [ 199]
 [ 565]
 [ 266]
 [  66]
 [  99]
 [  66]
 [ 233]
 [ 166]
 [ 166]
 [  99]
 [  66]
 [ 167]
 [  66]
 [ 632]
 [ 166]
 [  99]
 [  99]
 [ 333]
 [  99]
 [ 299]
 [  66]
 [ 266]
 [ 133]
 [ 299]
 [  66]
 [ 266]
 [1297]
 [  99]
 [ 133]
 [ 133]
 [  66]
 [ 166]
 [  66]
 [ 166]
 [  66]
 [  66]
 [ 366]
 [ 532]
 [ 132]
 [ 232]
 [ 299]
 [ 199]
 [ 299]
 [ 298]
 [ 432]
 [ 699]
 [ 166]
 [ 332]
 [ 432]
 [ 133]
 [ 133]
 [ 299]
 [ 632]
 [ 100]
 [  66]
 [  66]
 [  66]
 [ 232]
 [  99]
 [  66]
 [ 299]
 [ 299]
 [ 166]
 [ 299]
 [ 133]
 [ 166]
 [ 166]
 [  66]
 [ 266]
 [  66]
 [  66]
 [  66]
 [ 166]
 [  99]
 [  99]
 [  99]
 [ 100]
 [ 532]
 [ 332]
 [ 299]
 [  99]
 [  99]
 [ 199]
 [ 166]
 [ 400]
 [  99]
 [ 366]
 [ 133]
 [ 199]
 [ 266]
 [ 132]
 [ 399]
 [ 199]
 [ 166]
 [ 100]
 [ 133]
 [  99]
 [ 333]
 [  99]
 [ 199]
 [ 299]
 [ 232]
 [ 166]
 [  66]
 [  66]
 [ 332]
 [ 232]
 [  99]
 [  99]
 [ 266]
 [ 266]
 [ 166]
 [ 163]
 [  99]
 [ 166]
 [ 132]
 [ 133]
 [  99]
 [  99]
 [ 199]
 [ 133]
 [  71]
 [ 166]
 [ 199]
 [  66]
 [ 133]
 [  99]
 [  66]
 [  66]
 [ 232]
 [  99]
 [ 398]
 [ 233]
 [ 266]
 [  66]
 [ 100]
 [  67]
 [ 465]
 [ 366]
 [  99]
 [ 465]
 [ 565]
 [ 664]
 [  66]
 [ 365]
 [ 931]
 [ 931]
 [ 266]
 [  99]
 [ 166]
 [  99]
 [  99]
 [ 133]
 [ 133]
 [  99]
 [ 166]
 [  66]
 [  99]
 [ 166]
 [  66]
 [ 266]
 [ 133]
 [  66]
 [ 133]
 [ 432]
 [ 100]
 [ 266]
 [ 100]
 [ 133]
 [ 200]
 [  66]
 [  66]
 [  99]
 [  65]
 [ 232]
 [  99]
 [ 166]
 [  99]
 [ 166]
 [ 133]
 [  99]
 [  99]
 [ 146]
 [  99]
 [ 133]
 [  66]
 [  66]
 [ 133]
 [ 133]
 [  66]
 [ 166]
 [ 132]
 [  66]
 [  99]
 [  66]
 [ 132]
 [  66]
 [  66]
 [ 133]
 [ 232]
 [  66]
 [ 166]
 [  66]
 [ 133]
 [ 166]
 [ 266]
 [  99]
 [ 299]]"
"[[199]
 [163]
 [232]
 [332]
 [199]
 [ 66]
 [266]
 [299]
 [365]
 [332]
 [299]
 [132]
 [199]
 [133]
 [299]
 [199]
 [ 66]
 [199]
 [299]
 [166]
 [ 99]
 [265]
 [299]
 [432]
 [133]
 [265]
 [ 99]
 [133]
 [166]
 [266]
 [ 99]
 [299]
 [232]
 [133]
 [132]
 [232]
 [167]
 [366]
 [133]
 [ 99]
 [ 99]
 [199]
 [166]
 [266]
 [265]
 [199]
 [266]
 [399]
 [232]
 [232]
 [199]
 [365]
 [ 66]
 [133]
 [265]
 [ 99]
 [ 99]
 [133]
 [232]
 [632]
 [232]
 [166]
 [166]
 [ 99]
 [155]
 [266]
 [199]
 [ 66]
 [ 66]
 [166]
 [199]
 [365]
 [132]
 [332]
 [266]
 [266]
 [232]
 [166]
 [266]
 [332]
 [299]
 [ 99]
 [299]
 [ 66]
 [ 66]
 [199]
 [166]
 [199]
 [133]
 [166]
 [166]
 [133]
 [232]
 [399]
 [332]
 [366]
 [529]
 [167]
 [199]
 [232]
 [ 66]
 [133]
 [133]
 [166]
 [166]
 [399]
 [ 99]
 [199]
 [332]
 [133]
 [266]
 [166]
 [199]
 [399]
 [432]
 [ 66]
 [133]
 [ 99]
 [ 99]
 [100]
 [ 66]
 [166]
 [100]
 [333]
 [166]
 [133]
 [166]
 [266]
 [266]
 [499]
 [565]
 [199]
 [166]
 [399]
 [ 99]
 [432]
 [531]
 [233]
 [ 99]
 [ 66]
 [166]
 [ 66]
 [100]
 [ 99]
 [166]
 [133]
 [266]
 [ 99]
 [199]
 [ 66]
 [ 63]
 [ 99]
 [332]
 [132]
 [ 66]
 [133]
 [133]
 [365]
 [564]
 [ 66]
 [132]
 [499]
 [166]
 [133]
 [ 99]
 [266]
 [131]
 [ 66]
 [132]
 [166]
 [266]
 [133]
 [301]
 [ 98]
 [ 99]
 [266]
 [133]
 [299]
 [133]
 [332]
 [ 99]
 [ 66]
 [232]
 [ 99]
 [300]
 [332]
 [233]
 [199]
 [399]
 [133]
 [132]
 [432]
 [ 99]
 [ 99]
 [166]
 [166]
 [499]
 [ 99]
 [133]
 [199]
 [232]
 [199]
 [232]
 [199]
 [232]
 [266]
 [166]
 [232]
 [266]
 [465]
 [432]
 [532]
 [299]]"
"[[ 332]
 [ 299]
 [  99]
 [ 632]
 [ 465]
 [ 865]
 [ 133]
 [ 166]
 [  99]
 [ 299]
 [ 266]
 [ 432]
 [ 133]
 [  66]
 [ 232]
 [ 201]
 [  66]
 [  99]
 [ 133]
 [ 399]
 [ 199]
 [ 132]
 [  99]
 [  99]
 [  98]
 [ 199]
 [  99]
 [ 132]
 [ 133]
 [ 133]
 [  99]
 [ 133]
 [ 199]
 [ 332]
 [ 266]
 [  66]
 [ 199]
 [  99]
 [ 166]
 [ 166]
 [ 266]
 [  99]
 [ 133]
 [ 299]
 [ 166]
 [ 166]
 [ 133]
 [  99]
 [  99]
 [ 166]
 [ 133]
 [ 202]
 [ 432]
 [ 432]
 [ 499]
 [ 100]
 [ 365]
 [ 598]
 [ 233]
 [ 399]
 [ 332]
 [ 332]
 [ 465]
 [  66]
 [ 133]
 [  99]
 [  99]
 [  66]
 [ 232]
 [ 199]
 [ 232]
 [  99]
 [ 299]
 [  99]
 [ 199]
 [ 199]
 [  66]
 [ 532]
 [  98]
 [  66]
 [ 133]
 [ 399]
 [  97]
 [ 266]
 [  99]
 [ 199]
 [  68]
 [  66]
 [ 166]
 [ 133]
 [ 232]
 [ 166]
 [ 332]
 [ 166]
 [ 199]
 [  66]
 [ 232]
 [  66]
 [  68]
 [ 233]
 [ 166]
 [ 132]
 [ 232]
 [ 133]
 [ 100]
 [ 332]
 [ 199]
 [ 332]
 [  66]
 [ 101]
 [ 366]
 [  66]
 [ 266]
 [ 232]
 [ 132]
 [  66]
 [ 133]
 [ 366]
 [ 165]
 [  99]
 [ 199]
 [ 101]
 [  99]
 [  99]
 [  65]
 [ 133]
 [ 466]
 [ 301]
 [ 166]
 [ 166]
 [ 132]
 [  99]
 [  66]
 [ 366]
 [ 332]
 [ 166]
 [  99]
 [ 233]
 [ 132]
 [ 166]
 [  99]
 [ 132]
 [  99]
 [ 133]
 [ 399]
 [ 133]
 [  99]
 [  99]
 [ 266]
 [  99]
 [ 167]
 [ 332]
 [ 132]
 [ 166]
 [ 399]
 [  66]
 [  99]
 [ 199]
 [  66]
 [ 166]
 [ 166]
 [ 232]
 [  66]
 [  99]
 [ 199]
 [ 133]
 [ 134]
 [ 132]
 [  99]
 [  99]
 [  66]
 [  99]
 [  66]
 [ 365]
 [ 166]
 [  66]
 [  66]
 [ 199]
 [ 367]
 [ 299]
 [ 432]
 [  99]
 [ 232]
 [  66]
 [ 166]
 [  99]
 [ 266]
 [ 332]
 [ 266]
 [ 100]
 [  99]
 [ 399]
 [ 306]
 [ 324]
 [ 332]
 [ 299]
 [ 166]
 [ 499]
 [  99]
 [ 199]
 [ 266]
 [  66]
 [ 164]
 [ 133]
 [  66]
 [  99]
 [ 199]
 [  99]
 [ 166]
 [ 199]
 [ 465]
 [ 166]
 [ 199]
 [ 133]
 [ 299]
 [ 133]
 [  99]
 [ 166]
 [ 199]
 [ 266]
 [  66]
 [ 199]
 [ 199]
 [ 166]
 [  99]
 [  66]
 [  99]
 [  66]
 [  99]
 [ 232]
 [  66]
 [ 266]
 [  68]
 [ 133]
 [ 166]
 [ 266]
 [ 165]
 [  99]
 [ 399]
 [  66]
 [ 165]
 [ 100]
 [ 100]
 [ 166]
 [  66]
 [ 132]
 [  66]
 [ 132]
 [ 199]
 [ 133]
 [ 100]
 [  99]
 [ 199]
 [ 133]
 [ 199]
 [ 300]
 [ 133]
 [ 166]
 [  66]
 [ 100]
 [ 230]
 [ 199]
 [ 299]
 [  66]
 [  99]
 [  99]
 [ 465]
 [ 233]
 [ 133]
 [ 166]
 [ 365]
 [ 522]
 [ 232]
 [  66]
 [ 166]
 [ 332]
 [  99]
 [ 565]
 [ 533]
 [  66]
 [ 199]
 [ 100]
 [ 233]
 [  98]
 [ 299]
 [ 465]
 [ 299]
 [ 166]
 [ 223]
 [ 565]
 [  99]
 [ 133]
 [ 332]
 [ 332]
 [ 565]
 [ 266]
 [ 399]
 [ 166]
 [ 299]
 [ 199]
 [  66]
 [  99]
 [ 133]
 [ 165]
 [ 366]
 [ 897]
 [ 133]
 [ 499]
 [  99]
 [ 133]
 [ 166]
 [ 132]
 [ 299]
 [ 266]
 [ 299]
 [  66]
 [ 232]
 [ 332]
 [ 111]
 [ 233]
 [ 266]
 [ 266]
 [  66]
 [ 299]
 [ 166]
 [ 333]
 [  99]
 [ 332]
 [ 199]
 [ 133]
 [  99]
 [  99]
 [ 198]
 [ 166]
 [ 266]
 [ 166]
 [ 199]
 [  66]
 [ 232]
 [ 632]
 [ 132]
 [ 299]
 [  66]
 [  99]
 [  99]
 [  66]
 [ 499]
 [  66]
 [ 232]
 [ 400]
 [ 574]
 [ 166]
 [  99]
 [ 133]
 [ 166]
 [ 166]
 [ 432]
 [ 166]
 [ 331]
 [ 133]
 [ 333]
 [ 532]
 [ 365]
 [ 133]
 [  99]
 [ 265]
 [ 232]
 [ 132]
 [ 366]
 [ 166]
 [ 299]
 [ 199]
 [ 166]
 [  66]
 [ 190]
 [ 500]
 [  86]
 [  99]
 [ 232]
 [  99]
 [ 199]
 [ 199]
 [  99]
 [ 199]
 [ 266]
 [ 133]
 [ 232]
 [ 299]
 [1063]
 [ 266]
 [  66]
 [  66]
 [ 266]
 [  66]
 [  99]
 [  99]
 [ 266]
 [  99]
 [  99]
 [ 146]
 [  99]
 [ 233]
 [ 499]
 [ 299]
 [ 831]
 [ 133]
 [  99]
 [  99]
 [  99]
 [ 132]
 [ 166]
 [ 132]
 [ 133]
 [ 166]
 [ 265]
 [  99]
 [  99]
 [ 299]
 [ 399]
 [ 731]
 [ 232]
 [ 333]
 [ 166]
 [ 100]
 [ 266]
 [ 133]
 [ 199]
 [  66]
 [  99]
 [  66]
 [  99]
 [ 299]
 [ 232]
 [ 232]
 [  99]
 [ 199]
 [ 332]
 [ 332]
 [  66]
 [ 166]
 [  99]
 [ 366]
 [ 199]
 [ 137]
 [ 366]
 [ 199]
 [ 365]
 [  66]
 [  66]
 [ 133]
 [ 232]
 [ 399]
 [  99]
 [ 532]
 [ 399]
 [ 299]
 [ 129]
 [ 132]
 [  66]
 [ 532]
 [  99]
 [ 168]
 [  99]
 [ 197]
 [  95]
 [  66]
 [  99]
 [ 131]
 [ 266]
 [ 199]
 [ 266]
 [ 199]
 [  99]
 [  66]
 [ 299]
 [ 632]
 [ 266]
 [ 333]
 [ 831]
 [  67]
 [ 166]
 [ 166]
 [  99]
 [ 199]
 [ 100]
 [  66]
 [  99]
 [  66]
 [ 332]
 [ 232]
 [ 731]
 [ 299]
 [ 632]
 [ 399]
 [  99]
 [ 232]
 [  99]
 [ 199]
 [  99]
 [ 133]
 [ 166]
 [  99]
 [  99]
 [  99]
 [ 232]
 [  99]
 [ 166]
 [  99]
 [ 266]
 [  66]
 [ 233]
 [  66]
 [ 199]
 [  66]
 [ 266]
 [ 166]
 [  99]
 [ 200]
 [  99]
 [  99]
 [  99]
 [  66]
 [ 166]
 [  67]
 [  66]
 [ 332]
 [ 199]
 [ 332]
 [ 133]
 [ 199]
 [  95]
 [  99]
 [ 166]
 [  99]
 [ 132]
 [  61]
 [ 263]
 [  99]
 [ 133]
 [ 199]
 [ 399]
 [ 232]
 [ 199]
 [ 199]
 [ 199]
 [ 299]
 [ 399]
 [  91]
 [ 421]
 [ 399]
 [ 133]
 [ 265]
 [  66]
 [ 199]
 [ 365]
 [ 432]
 [ 332]
 [ 332]
 [  66]
 [  99]
 [ 565]
 [  66]
 [ 233]
 [ 166]
 [  66]
 [ 133]
 [ 432]
 [ 306]
 [ 132]
 [ 199]
 [ 132]
 [ 399]
 [  66]
 [ 199]
 [  99]
 [  66]
 [  99]
 [  66]
 [ 133]
 [  99]
 [  66]
 [ 366]
 [ 299]
 [ 232]
 [  66]
 [ 199]
 [  66]
 [  99]
 [  99]
 [ 133]
 [ 232]
 [ 166]
 [ 102]
 [ 232]
 [  66]
 [ 232]
 [  99]
 [ 133]
 [  99]
 [ 233]
 [  66]
 [  77]
 [  99]
 [  99]
 [ 132]
 [ 199]
 [ 166]
 [ 332]
 [ 199]
 [ 266]
 [  99]
 [ 264]
 [ 100]
 [  66]
 [ 200]
 [ 232]]"
"[[ 233]
 [  66]
 [  99]
 [ 100]
 [ 132]
 [ 266]
 [ 299]
 [ 332]
 [  99]
 [  66]
 [ 332]
 [ 133]
 [ 199]
 [ 133]
 [  66]
 [ 199]
 [ 233]
 [ 299]
 [ 365]
 [  66]
 [  99]
 [ 199]
 [  99]
 [ 166]
 [ 366]
 [ 166]
 [ 397]
 [ 266]
 [ 166]
 [ 166]
 [ 732]
 [  66]
 [  99]
 [ 266]
 [  99]
 [ 366]
 [  66]
 [ 232]
 [  99]
 [  99]
 [  99]
 [  66]
 [  99]
 [ 299]
 [ 166]
 [ 166]
 [  66]
 [  99]
 [  99]
 [ 132]
 [  99]
 [ 266]
 [ 133]
 [ 133]
 [ 133]
 [ 133]
 [ 199]
 [ 165]
 [ 166]
 [  99]
 [  99]
 [ 166]
 [ 133]
 [ 332]
 [  66]
 [ 199]
 [  99]
 [ 299]
 [  99]
 [  66]
 [ 166]
 [  68]
 [ 199]
 [ 266]
 [  99]
 [  66]
 [ 133]
 [ 165]
 [ 133]
 [ 232]
 [ 199]
 [ 199]
 [ 266]
 [ 266]
 [ 399]
 [  66]
 [ 132]
 [  99]
 [ 329]
 [ 166]
 [ 166]
 [  67]
 [ 133]
 [  99]
 [ 166]
 [ 133]
 [ 166]
 [ 166]
 [  66]
 [  99]
 [ 399]
 [  99]
 [ 100]
 [ 300]
 [  99]
 [  66]
 [ 166]
 [  99]
 [  66]
 [ 132]
 [  99]
 [ 133]
 [ 166]
 [  66]
 [ 266]
 [  99]
 [ 166]
 [ 199]
 [ 232]
 [ 199]
 [ 365]
 [  66]
 [  99]
 [ 133]
 [  99]
 [ 133]
 [  99]
 [ 133]
 [ 133]
 [ 598]
 [ 199]
 [ 332]
 [ 299]
 [ 399]
 [ 267]
 [  64]
 [ 199]
 [ 233]
 [ 133]
 [  66]
 [ 332]
 [  99]
 [ 299]
 [ 199]
 [ 232]
 [ 299]
 [ 332]
 [ 199]
 [  99]
 [ 366]
 [ 266]
 [  66]
 [ 366]
 [ 199]
 [ 100]
 [ 133]
 [ 133]
 [ 100]
 [ 299]
 [ 199]
 [ 332]
 [ 299]
 [ 232]
 [ 166]
 [ 232]
 [ 133]
 [  99]
 [ 133]
 [  99]
 [ 232]
 [  99]
 [ 465]
 [ 166]
 [ 432]
 [  66]
 [ 266]
 [  99]
 [  71]
 [ 299]
 [ 166]
 [  99]
 [  66]
 [ 133]
 [ 103]
 [  65]
 [ 268]
 [ 199]
 [ 265]
 [ 299]
 [  66]
 [ 299]
 [ 266]
 [  67]
 [ 266]
 [ 266]
 [  99]
 [  99]
 [ 532]
 [ 199]
 [ 132]
 [ 232]
 [  66]
 [ 166]
 [  99]
 [ 366]
 [ 100]
 [ 100]
 [ 199]
 [  66]
 [ 166]
 [ 232]
 [ 199]
 [ 266]
 [ 199]
 [  66]
 [ 166]
 [ 132]
 [ 134]
 [ 232]
 [ 298]
 [ 100]
 [ 266]
 [  66]
 [ 133]
 [  99]
 [  66]
 [ 434]
 [  99]
 [  66]
 [ 103]
 [ 300]
 [  66]
 [ 332]
 [ 332]
 [ 231]
 [ 400]
 [  66]
 [ 332]
 [ 199]
 [ 133]
 [  66]
 [ 132]
 [  99]
 [ 266]
 [  66]
 [ 332]
 [ 332]
 [  66]
 [  99]
 [ 133]
 [  99]
 [ 266]
 [ 266]
 [ 199]
 [ 232]
 [ 299]
 [ 266]
 [  66]
 [ 266]
 [ 334]
 [ 166]
 [ 132]
 [ 166]
 [  99]
 [ 199]
 [ 532]
 [ 133]
 [ 133]
 [ 399]
 [ 665]
 [ 134]
 [  99]
 [  99]
 [ 166]
 [  99]
 [  66]
 [  99]
 [  99]
